anio,establecimiento,rbd,prueba,promedio
2026,"Colegio Carpe Diem
Rama",22155-310,Lenguaje,682.6
2026,"Colegio Carpe Diem
Rama",22155-310,M1,717.5
2026,"Colegio Carpe Diem
Rama",22155-310,M2,417.4
2026,"Colegio Carpe Diem
Rama",22155-310,Historia,545.3
2026,"Colegio Carpe Diem
Rama",22155-310,Ciencias,516.3
2026,"Colegio Carpe Diem
Rama",22155-310,Obligatoria,700.1
2026,"Martin Luther King College
Rama",22160-310,Lenguaje,575.0
2026,"Martin Luther King College
Rama",22160-310,M1,630.2
2026,"Martin Luther King College
Rama",22160-310,M2,425.4
2026,"Martin Luther King College
Rama",22160-310,Historia,456.3
2026,"Martin Luther King College
Rama",22160-310,Ciencias,455.7
2026,"Martin Luther King College
Rama",22160-310,Obligatoria,604.1
2026,"Colegio San Luis De Alba
Rama",22177-310,Lenguaje,733.8
2026,"Colegio San Luis De Alba
Rama",22177-310,M1,856.7
2026,"Colegio San Luis De Alba
Rama",22177-310,M2,521.3
2026,"Colegio San Luis De Alba
Rama",22177-310,Historia,620.1
2026,"Colegio San Luis De Alba
Rama",22177-310,Ciencias,596.1
2026,"Colegio San Luis De Alba
Rama",22177-310,Obligatoria,795.2
2026,"Liceo Manuel Baquedano
Rama",22187-363,Lenguaje,522.9
2026,"Liceo Manuel Baquedano
Rama",22187-363,M1,550.4
2026,"Liceo Manuel Baquedano
Rama",22187-363,M2,354.6
2026,"Liceo Manuel Baquedano
Rama",22187-363,Historia,473.2
2026,"Liceo Manuel Baquedano
Rama",22187-363,Ciencias,417.6
2026,"Liceo Manuel Baquedano
Rama",22187-363,Obligatoria,541.6
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,Lenguaje,503.1
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,M1,485.6
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,M2,409.0
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,Historia,432.8
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,Ciencias,426.0
2026,"Centro Educacion Adultos Andres Bello
Rama",22188-363,Obligatoria,494.4
2026,"Liceo San Francisco
Rama",22189-363,Lenguaje,562.7
2026,"Liceo San Francisco
Rama",22189-363,M1,486.3
2026,"Liceo San Francisco
Rama",22189-363,M2,0.0
2026,"Liceo San Francisco
Rama",22189-363,Historia,541.5
2026,"Liceo San Francisco
Rama",22189-363,Ciencias,390.0
2026,"Liceo San Francisco
Rama",22189-363,Obligatoria,524.5
2026,"Colegio Emprender Osorno
Rama",22191-310,Lenguaje,657.6
2026,"Colegio Emprender Osorno
Rama",22191-310,M1,663.5
2026,"Colegio Emprender Osorno
Rama",22191-310,M2,424.1
2026,"Colegio Emprender Osorno
Rama",22191-310,Historia,573.3
2026,"Colegio Emprender Osorno
Rama",22191-310,Ciencias,505.9
2026,"Colegio Emprender Osorno
Rama",22191-310,Obligatoria,660.5
2026,"Colegio Emprender Osorno
Rama",22191-363,Lenguaje,521.4
2026,"Colegio Emprender Osorno
Rama",22191-363,M1,520.7
2026,"Colegio Emprender Osorno
Rama",22191-363,M2,0.0
2026,"Colegio Emprender Osorno
Rama",22191-363,Historia,416.3
2026,"Colegio Emprender Osorno
Rama",22191-363,Ciencias,405.5
2026,"Colegio Emprender Osorno
Rama",22191-363,Obligatoria,521.1
2026,"Colegio Emprender Osorno
Rama",22191-510,Lenguaje,545.4
2026,"Colegio Emprender Osorno
Rama",22191-510,M1,562.8
2026,"Colegio Emprender Osorno
Rama",22191-510,M2,412.3
2026,"Colegio Emprender Osorno
Rama",22191-510,Historia,458.4
2026,"Colegio Emprender Osorno
Rama",22191-510,Ciencias,410.5
2026,"Colegio Emprender Osorno
Rama",22191-510,Obligatoria,555.3
2026,"Instituto Del Pacifico
Rama",22200-310,Lenguaje,564.0
2026,"Instituto Del Pacifico
Rama",22200-310,M1,581.0
2026,"Instituto Del Pacifico
Rama",22200-310,M2,404.3
2026,"Instituto Del Pacifico
Rama",22200-310,Historia,441.6
2026,"Instituto Del Pacifico
Rama",22200-310,Ciencias,446.2
2026,"Instituto Del Pacifico
Rama",22200-310,Obligatoria,573.2
2026,"Centro Educacional San Andres
Rama",22210-310,Lenguaje,674.1
2026,"Centro Educacional San Andres
Rama",22210-310,M1,705.8
2026,"Centro Educacional San Andres
Rama",22210-310,M2,431.1
2026,"Centro Educacional San Andres
Rama",22210-310,Historia,601.6
2026,"Centro Educacional San Andres
Rama",22210-310,Ciencias,491.7
2026,"Centro Educacional San Andres
Rama",22210-310,Obligatoria,689.9
2026,"Colegio Cahuala Insular
Rama",22211-310,Lenguaje,714.6
2026,"Colegio Cahuala Insular
Rama",22211-310,M1,778.5
2026,"Colegio Cahuala Insular
Rama",22211-310,M2,474.9
2026,"Colegio Cahuala Insular
Rama",22211-310,Historia,644.0
2026,"Colegio Cahuala Insular
Rama",22211-310,Ciencias,576.4
2026,"Colegio Cahuala Insular
Rama",22211-310,Obligatoria,746.5
2026,"Colegio Pufudi
Rama",22218-310,Lenguaje,573.7
2026,"Colegio Pufudi
Rama",22218-310,M1,577.6
2026,"Colegio Pufudi
Rama",22218-310,M2,391.5
2026,"Colegio Pufudi
Rama",22218-310,Historia,432.4
2026,"Colegio Pufudi
Rama",22218-310,Ciencias,440.8
2026,"Colegio Pufudi
Rama",22218-310,Obligatoria,575.7
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,Lenguaje,681.7
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,M1,670.2
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,M2,423.7
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,Historia,565.2
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,Ciencias,537.2
2026,"Colegio Proyeccion Siglo Xxi
Rama",22224-310,Obligatoria,676.0
2026,"Colegio Domus Mater
Rama",22231-310,Lenguaje,697.1
2026,"Colegio Domus Mater
Rama",22231-310,M1,734.6
2026,"Colegio Domus Mater
Rama",22231-310,M2,459.1
2026,"Colegio Domus Mater
Rama",22231-310,Historia,623.3
2026,"Colegio Domus Mater
Rama",22231-310,Ciencias,523.9
2026,"Colegio Domus Mater
Rama",22231-310,Obligatoria,715.8
2026,"Blas Pascal School
Rama",22236-310,Lenguaje,662.6
2026,"Blas Pascal School
Rama",22236-310,M1,691.4
2026,"Blas Pascal School
Rama",22236-310,M2,454.9
2026,"Blas Pascal School
Rama",22236-310,Historia,538.4
2026,"Blas Pascal School
Rama",22236-310,Ciencias,505.7
2026,"Blas Pascal School
Rama",22236-310,Obligatoria,677.0
2026,"Colegio San Cristobal
Rama",22262-310,Lenguaje,599.9
2026,"Colegio San Cristobal
Rama",22262-310,M1,655.7
2026,"Colegio San Cristobal
Rama",22262-310,M2,415.3
2026,"Colegio San Cristobal
Rama",22262-310,Historia,550.3
2026,"Colegio San Cristobal
Rama",22262-310,Ciencias,445.5
2026,"Colegio San Cristobal
Rama",22262-310,Obligatoria,629.6
2026,"Colegio San Cristobal
Rama",22262-610,Lenguaje,566.5
2026,"Colegio San Cristobal
Rama",22262-610,M1,619.9
2026,"Colegio San Cristobal
Rama",22262-610,M2,395.3
2026,"Colegio San Cristobal
Rama",22262-610,Historia,487.7
2026,"Colegio San Cristobal
Rama",22262-610,Ciencias,439.7
2026,"Colegio San Cristobal
Rama",22262-610,Obligatoria,593.2
2026,"Colegio Luis Pasteur
Rama",22271-610,Lenguaje,541.5
2026,"Colegio Luis Pasteur
Rama",22271-610,M1,547.6
2026,"Colegio Luis Pasteur
Rama",22271-610,M2,373.8
2026,"Colegio Luis Pasteur
Rama",22271-610,Historia,448.6
2026,"Colegio Luis Pasteur
Rama",22271-610,Ciencias,408.8
2026,"Colegio Luis Pasteur
Rama",22271-610,Obligatoria,544.0
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,Lenguaje,547.0
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,M1,557.0
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,M2,376.7
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,Historia,416.0
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,Ciencias,381.0
2026,"Liceo De Adultos Crecer Osorno
Rama",22276-363,Obligatoria,551.4
2026,"Colegio Puerto Montt
Rama",22306-310,Lenguaje,555.4
2026,"Colegio Puerto Montt
Rama",22306-310,M1,556.5
2026,"Colegio Puerto Montt
Rama",22306-310,M2,404.0
2026,"Colegio Puerto Montt
Rama",22306-310,Historia,451.6
2026,"Colegio Puerto Montt
Rama",22306-310,Ciencias,414.4
2026,"Colegio Puerto Montt
Rama",22306-310,Obligatoria,553.2
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,Lenguaje,526.3
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,M1,557.6
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,M2,397.1
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,Historia,459.3
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,Ciencias,405.3
2026,"Colegio Inglés Mabel Condemarín
Rama",22309-310,Obligatoria,543.4
2026,"Colegio San Antonio
Rama",22317-410,Lenguaje,560.2
2026,"Colegio San Antonio
Rama",22317-410,M1,579.6
2026,"Colegio San Antonio
Rama",22317-410,M2,389.2
2026,"Colegio San Antonio
Rama",22317-410,Historia,481.1
2026,"Colegio San Antonio
Rama",22317-410,Ciencias,420.5
2026,"Colegio San Antonio
Rama",22317-410,Obligatoria,569.9
2026,"Colegio San Antonio
Rama",22317-710,Lenguaje,506.0
2026,"Colegio San Antonio
Rama",22317-710,M1,491.1
2026,"Colegio San Antonio
Rama",22317-710,M2,337.0
2026,"Colegio San Antonio
Rama",22317-710,Historia,441.6
2026,"Colegio San Antonio
Rama",22317-710,Ciencias,383.1
2026,"Colegio San Antonio
Rama",22317-710,Obligatoria,501.4
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,Lenguaje,690.9
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,M1,730.9
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,M2,511.9
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,Historia,574.0
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,Ciencias,538.2
2026,"Instituto Inmaculada Concepcion
Rama",22351-310,Obligatoria,710.9
2026,"Complejo Educacional San Crescente
Rama",22372-310,Lenguaje,667.1
2026,"Complejo Educacional San Crescente
Rama",22372-310,M1,667.2
2026,"Complejo Educacional San Crescente
Rama",22372-310,M2,443.1
2026,"Complejo Educacional San Crescente
Rama",22372-310,Historia,521.5
2026,"Complejo Educacional San Crescente
Rama",22372-310,Ciencias,527.2
2026,"Complejo Educacional San Crescente
Rama",22372-310,Obligatoria,668.0
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,Lenguaje,485.6
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,M1,517.3
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,M2,389.0
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,Historia,359.0
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,Ciencias,372.8
2026,"Instituto Tecnologico Del Sur
Rama",22374-310,Obligatoria,501.5
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,Lenguaje,400.0
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,M1,436.7
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,M2,354.0
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,Historia,414.5
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,Ciencias,345.3
2026,"Instituto Tecnologico Del Sur
Rama",22374-363,Obligatoria,406.0
2026,Centro De Educ,22388-363,Lenguaje,569.3
2026,Centro De Educ,22388-363,M1,555.6
2026,Centro De Educ,22388-363,M2,326.5
2026,Centro De Educ,22388-363,Historia,452.9
2026,Centro De Educ,22388-363,Ciencias,395.6
2026,Centro De Educ,22388-363,Obligatoria,565.6
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,Lenguaje,534.7
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,M1,497.3
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,M2,396.0
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,Historia,398.1
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,Ciencias,396.3
2026,"Colegio Tecnico Profesional Santa Teresa De Los And
Rama",22397-610,Obligatoria,516.0
2026,"Colegio Aliwen
Rama",22398-310,Lenguaje,629.4
2026,"Colegio Aliwen
Rama",22398-310,M1,625.6
2026,"Colegio Aliwen
Rama",22398-310,M2,442.3
2026,"Colegio Aliwen
Rama",22398-310,Historia,519.1
2026,"Colegio Aliwen
Rama",22398-310,Ciencias,467.7
2026,"Colegio Aliwen
Rama",22398-310,Obligatoria,627.5
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,Lenguaje,534.0
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,M1,571.2
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,M2,348.0
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,Historia,504.0
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,Ciencias,455.5
2026,"Centro De Educacion De Adultos Esmeralda
Rama",22401-363,Obligatoria,552.6
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,Lenguaje,621.8
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,M1,662.7
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,M2,419.3
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,Historia,498.1
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,Ciencias,498.7
2026,"Liceo De Cultura Y Difusión Artística De Chiloe
Rama",22403-310,Obligatoria,642.5
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,Lenguaje,553.6
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,M1,568.8
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,M2,449.0
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,Historia,421.1
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,Ciencias,438.2
2026,"Centro Educacional De Adultos Diego Portales
Rama",22405-363,Obligatoria,561.2
2026,"Colegio Creacion Osorno
Rama",22410-310,Lenguaje,624.9
2026,"Colegio Creacion Osorno
Rama",22410-310,M1,683.0
2026,"Colegio Creacion Osorno
Rama",22410-310,M2,433.5
2026,"Colegio Creacion Osorno
Rama",22410-310,Historia,521.6
2026,"Colegio Creacion Osorno
Rama",22410-310,Ciencias,492.9
2026,"Colegio Creacion Osorno
Rama",22410-310,Obligatoria,654.0
2026,Inst,22415-410,Lenguaje,516.7
2026,Inst,22415-410,M1,584.7
2026,Inst,22415-410,M2,0.0
2026,Inst,22415-410,Historia,409.5
2026,Inst,22415-410,Ciencias,388.5
2026,Inst,22415-410,Obligatoria,550.7
2026,Inst,22415-510,Lenguaje,511.8
2026,Inst,22415-510,M1,570.2
2026,Inst,22415-510,M2,420.5
2026,Inst,22415-510,Historia,458.0
2026,Inst,22415-510,Ciencias,422.7
2026,Inst,22415-510,Obligatoria,539.7
2026,Inst,22415-610,Lenguaje,576.0
2026,Inst,22415-610,M1,502.0
2026,Inst,22415-610,M2,0.0
2026,Inst,22415-610,Historia,500.0
2026,Inst,22415-610,Ciencias,0.0
2026,Inst,22415-610,Obligatoria,539.0
2026,"Colegio Domingo Santa Maria
Rama",22434-310,Lenguaje,645.9
2026,"Colegio Domingo Santa Maria
Rama",22434-310,M1,681.9
2026,"Colegio Domingo Santa Maria
Rama",22434-310,M2,476.8
2026,"Colegio Domingo Santa Maria
Rama",22434-310,Historia,556.6
2026,"Colegio Domingo Santa Maria
Rama",22434-310,Ciencias,508.0
2026,"Colegio Domingo Santa Maria
Rama",22434-310,Obligatoria,664.4
2026,"The Mission College
Rama",22436-410,Lenguaje,642.5
2026,"The Mission College
Rama",22436-410,M1,621.9
2026,"The Mission College
Rama",22436-410,M2,395.0
2026,"The Mission College
Rama",22436-410,Historia,521.1
2026,"The Mission College
Rama",22436-410,Ciencias,430.8
2026,"The Mission College
Rama",22436-410,Obligatoria,628.2
2026,"The Mission College
Rama",22436-510,Lenguaje,542.8
2026,"The Mission College
Rama",22436-510,M1,563.2
2026,"The Mission College
Rama",22436-510,M2,362.7
2026,"The Mission College
Rama",22436-510,Historia,458.5
2026,"The Mission College
Rama",22436-510,Ciencias,399.7
2026,"The Mission College
Rama",22436-510,Obligatoria,553.0
2026,"The Mission College
Rama",22436-610,Lenguaje,559.9
2026,"The Mission College
Rama",22436-610,M1,559.3
2026,"The Mission College
Rama",22436-610,M2,383.8
2026,"The Mission College
Rama",22436-610,Historia,462.5
2026,"The Mission College
Rama",22436-610,Ciencias,394.5
2026,"The Mission College
Rama",22436-610,Obligatoria,559.6
2026,Cent,22446-363,Lenguaje,492.0
2026,Cent,22446-363,M1,437.5
2026,Cent,22446-363,M2,0.0
2026,Cent,22446-363,Historia,470.0
2026,Cent,22446-363,Ciencias,0.0
2026,Cent,22446-363,Obligatoria,464.8
2026,"Colegio Laico Valdivia
Rama",22459-310,Lenguaje,638.4
2026,"Colegio Laico Valdivia
Rama",22459-310,M1,635.9
2026,"Colegio Laico Valdivia
Rama",22459-310,M2,409.5
2026,"Colegio Laico Valdivia
Rama",22459-310,Historia,549.1
2026,"Colegio Laico Valdivia
Rama",22459-310,Ciencias,431.4
2026,"Colegio Laico Valdivia
Rama",22459-310,Obligatoria,637.1
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,Lenguaje,582.4
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,M1,600.5
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,M2,431.8
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,Historia,454.6
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,Ciencias,441.6
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-310,Obligatoria,595.7
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,Lenguaje,492.0
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,M1,507.3
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,M2,386.0
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,Historia,414.9
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,Ciencias,390.0
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-610,Obligatoria,501.3
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,Lenguaje,467.3
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,M1,497.8
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,M2,389.8
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,Historia,401.7
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,Ciencias,377.4
2026,"Colegio Bernardo Felmer Niklitschek
Rama",22462-710,Obligatoria,488.4
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,Lenguaje,572.9
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,M1,607.8
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,M2,413.0
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,Historia,447.9
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,Ciencias,475.0
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-310,Obligatoria,592.5
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,Lenguaje,574.7
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,M1,562.5
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,M2,357.8
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,Historia,497.7
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,Ciencias,425.7
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-410,Obligatoria,568.6
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,Lenguaje,619.4
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,M1,595.2
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,M2,428.3
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,Historia,426.4
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,Ciencias,394.0
2026,"Liceo Bicentenario De Excelencia De Dalcahue
Rama",22464-510,Obligatoria,607.3
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,Lenguaje,517.5
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,M1,447.2
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,M2,0.0
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,Historia,388.3
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,Ciencias,364.3
2026,"Liceo De Administracion Y Comercio San Sebastian
Rama",22466-363,Obligatoria,479.0
2026,"Instituto Aprender
Rama",22475-363,Lenguaje,500.0
2026,"Instituto Aprender
Rama",22475-363,M1,502.0
2026,"Instituto Aprender
Rama",22475-363,M2,0.0
2026,"Instituto Aprender
Rama",22475-363,Historia,418.0
2026,"Instituto Aprender
Rama",22475-363,Ciencias,371.0
2026,"Instituto Aprender
Rama",22475-363,Obligatoria,501.0
2026,"Colegio San Jose
Rama",22476-363,Lenguaje,789.5
2026,"Colegio San Jose
Rama",22476-363,M1,690.5
2026,"Colegio San Jose
Rama",22476-363,M2,366.0
2026,"Colegio San Jose
Rama",22476-363,Historia,593.0
2026,"Colegio San Jose
Rama",22476-363,Ciencias,591.5
2026,"Colegio San Jose
Rama",22476-363,Obligatoria,740.0
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,Lenguaje,619.5
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,M1,644.2
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,M2,398.3
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,Historia,513.8
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,Ciencias,466.7
2026,"Liceo Bicentenario De Excelencia Altamira
Rama",22483-310,Obligatoria,632.6
2026,"Centro Educacional San Nicolas
Rama",22496-310,Lenguaje,568.4
2026,"Centro Educacional San Nicolas
Rama",22496-310,M1,593.7
2026,"Centro Educacional San Nicolas
Rama",22496-310,M2,453.0
2026,"Centro Educacional San Nicolas
Rama",22496-310,Historia,463.0
2026,"Centro Educacional San Nicolas
Rama",22496-310,Ciencias,400.9
2026,"Centro Educacional San Nicolas
Rama",22496-310,Obligatoria,581.0
2026,"Centro Educacional San Nicolas
Rama",22496-363,Lenguaje,438.5
2026,"Centro Educacional San Nicolas
Rama",22496-363,M1,453.5
2026,"Centro Educacional San Nicolas
Rama",22496-363,M2,382.0
2026,"Centro Educacional San Nicolas
Rama",22496-363,Historia,0.0
2026,"Centro Educacional San Nicolas
Rama",22496-363,Ciencias,330.0
2026,"Centro Educacional San Nicolas
Rama",22496-363,Obligatoria,446.0
2026,"Colegio Aguilas Del Sur
Rama",22503-363,Lenguaje,443.5
2026,"Colegio Aguilas Del Sur
Rama",22503-363,M1,420.0
2026,"Colegio Aguilas Del Sur
Rama",22503-363,M2,409.0
2026,"Colegio Aguilas Del Sur
Rama",22503-363,Historia,418.0
2026,"Colegio Aguilas Del Sur
Rama",22503-363,Ciencias,373.0
2026,"Colegio Aguilas Del Sur
Rama",22503-363,Obligatoria,431.8
2026,"Liceo Francisco Coloane
Rama",22504-310,Lenguaje,509.4
2026,"Liceo Francisco Coloane
Rama",22504-310,M1,520.8
2026,"Liceo Francisco Coloane
Rama",22504-310,M2,392.8
2026,"Liceo Francisco Coloane
Rama",22504-310,Historia,426.6
2026,"Liceo Francisco Coloane
Rama",22504-310,Ciencias,376.2
2026,"Liceo Francisco Coloane
Rama",22504-310,Obligatoria,515.2
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,Lenguaje,589.5
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,M1,608.1
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,M2,423.0
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,Historia,495.0
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,Ciencias,423.6
2026,"Colegio Charles Darwin De Ancud
Rama",22505-310,Obligatoria,598.8
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,Lenguaje,477.0
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,M1,579.0
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,M2,0.0
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,Historia,0.0
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,Ciencias,0.0
2026,"Centro Integral De Adultos Treucanche
Rama",22514-363,Obligatoria,528.0
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,Lenguaje,599.3
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,M1,585.0
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,M2,402.7
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,Historia,497.6
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,Ciencias,437.6
2026,"Instituto Cristiano Gracia Y Paz
Rama",22516-310,Obligatoria,592.2
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,Lenguaje,555.7
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,M1,492.7
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,M2,379.0
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,Historia,441.1
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,Ciencias,371.8
2026,"Liceo Bilingue Teresa De Los Andes
Rama",22535-310,Obligatoria,524.2
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,Lenguaje,696.4
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,M1,773.1
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,M2,473.6
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,Historia,529.8
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,Ciencias,563.6
2026,"Centro Educacional San Sebastian De Ancud
Rama",22536-310,Obligatoria,733.5
2026,"Instituto Italia De Valdivia
Rama",22540-310,Lenguaje,603.8
2026,"Instituto Italia De Valdivia
Rama",22540-310,M1,593.5
2026,"Instituto Italia De Valdivia
Rama",22540-310,M2,399.5
2026,"Instituto Italia De Valdivia
Rama",22540-310,Historia,492.4
2026,"Instituto Italia De Valdivia
Rama",22540-310,Ciencias,423.6
2026,"Instituto Italia De Valdivia
Rama",22540-310,Obligatoria,603.0
2026,"Colegio San Alberto Hurtado
Rama",22542-310,Lenguaje,595.5
2026,"Colegio San Alberto Hurtado
Rama",22542-310,M1,589.6
2026,"Colegio San Alberto Hurtado
Rama",22542-310,M2,438.5
2026,"Colegio San Alberto Hurtado
Rama",22542-310,Historia,536.3
2026,"Colegio San Alberto Hurtado
Rama",22542-310,Ciencias,451.4
2026,"Colegio San Alberto Hurtado
Rama",22542-310,Obligatoria,592.5
2026,"Instituto Cecal Sur
Rama",22545-363,Lenguaje,503.0
